model_id,year,logp,logQ,logG,fitted,residual
vestas_asp__difference_plus_lnG,2011,0.02410394880810962,0.19625501302491166,0.4669870357063104,-0.06751016999475612,0.09161411880286574
vestas_asp__difference_plus_lnG,2012,-0.06867461016303356,0.1894863767809527,0.35908894631801314,-0.05296439643314447,-0.015710213729889087
vestas_asp__difference_plus_lnG,2013,-0.028062398239677044,0.11179534541401814,0.2039736352064896,-0.0420615701881105,0.013999171948433455
vestas_asp__difference_plus_lnG,2014,-0.1093931881487018,0.15312661276529838,0.21441741706307216,-0.037479254137799095,-0.07191393401090271
vestas_asp__difference_plus_lnG,2015,-0.15778407213454404,0.17119928049009303,0.13183783857969011,-0.022922274626528637,-0.1348617975080154
vestas_asp__difference_plus_lnG,2016,-0.02762169470066933,0.11273516280027529,0.11375234278084712,-0.028926914452072905,0.0013052197514035746
vestas_asp__difference_plus_lnG,2017,-0.12557809230978823,0.09117496761724198,0.10920865460338369,-0.03144750595546655,-0.09413058635432167
vestas_asp__difference_plus_lnG,2018,-0.27160337365874376,0.08459740305842978,0.07568900015104063,-0.027587703990267852,-0.2440156696684759
vestas_asp__difference_plus_lnG,2019,0.12135203049560328,0.09676188513365425,0.05338994389931351,-0.022584130174282114,0.1439361606698854
vestas_asp__difference_plus_lnG,2020,0.02643183689165607,0.16140499023660393,0.047219968999915096,-0.012175563095696193,0.03860739998735226
vestas_asp__difference_plus_lnG,2021,0.09546386029432163,0.09674958984667725,0.052669897455020376,-0.02248221917416031,0.11794607946848194
vestas_asp__difference_plus_lnG,2022,0.03160225474081191,0.0876980312013842,0.04800619401237505,-0.023143414310669207,0.054745669051481115
vestas_asp__difference_plus_lnG,2023,-0.04396248625388921,0.1160552002129549,0.03410452055755897,-0.016964824732674612,-0.0269976615212146
vestas_asp__difference_plus_lnG,2024,0.10700385088002573,0.10657425221761319,0.03487604846090164,-0.018472192232889886,0.1254760431129156
