model_id,year,logp,logQ,logG,fitted,residual
vestas_asp__experience_plus_lnG,2024,7.093254850398366,6.955776347473294,7.934166351320825,6.971630636904862,0.1216242134935035
vestas_asp__difference_plus_lnG,2011,0.02410394880810962,0.19625501302491166,0.15963195802170915,-0.07416106329490336,0.09826501210301299
vestas_asp__difference_plus_lnG,2012,-0.06867461016303356,0.1894863767809527,0.15661420226792622,-0.07621237427794615,0.007537764114912596
vestas_asp__difference_plus_lnG,2013,-0.028062398239677044,0.11179534541401814,0.07032065444104685,-0.06554024951676242,0.037477851277085375
vestas_asp__difference_plus_lnG,2014,-0.1093931881487018,0.15312661276529838,0.10328784377666089,-0.06264576211782776,-0.04674742603087405
vestas_asp__difference_plus_lnG,2015,-0.15778407213454404,0.17119928049009303,0.036827276753964355,-0.0078068310608377725,-0.14997724107370627
vestas_asp__difference_plus_lnG,2016,-0.02762169470066933,0.11273516280027529,0.02885669949098002,-0.03751159957376708,0.009889904873097752
vestas_asp__difference_plus_lnG,2017,-0.12557809230978823,0.09117496761724198,0.03420610391749612,-0.05395660917974528,-0.07162148313004295
vestas_asp__difference_plus_lnG,2018,-0.27160337365874376,0.08459740305842978,-0.0009991597122933626,-0.034572155707087306,-0.23703121795165646
vestas_asp__difference_plus_lnG,2019,0.12135203049560328,0.09676188513365425,-0.02577397435021389,-0.010881838432837871,0.13223386892844116
vestas_asp__difference_plus_lnG,2020,0.02643183689165607,0.16140499023660393,-0.0292744259522717,0.030118960045850254,-0.0036871231541941857
vestas_asp__difference_plus_lnG,2021,0.09546386029432163,0.09674958984667725,-0.014193848353496463,-0.018560023527782247,0.11402388382210388
vestas_asp__difference_plus_lnG,2022,0.03160225474081191,0.0876980312013842,-0.016619801898457354,-0.02236943939042956,0.05397169413124147
vestas_asp__difference_plus_lnG,2023,-0.04396248625388921,0.1160552002129549,-0.03785546932448636,0.008666108736016663,-0.05262859498990587
vestas_asp__difference_plus_lnG,2024,0.10700385088002573,0.10657425221761319,-0.03139119315303418,-0.0012892562004582185,0.10829310708048395
