scenario,year,region,technology,CO2_Mt,CO2_Mt_S0,CO2_Mt_gap,CO2_Mt_pct
S1_NO_CN,2030,Rest of America,Hydro,3.064476361266893e-05,3.042074060392592e-05,2.2402300874301256e-07,0.7364153675933237
S2_CAPACITY,2030,Rest of America,Hydro,3.275076295105006e-05,3.042074060392592e-05,2.3300223471241373e-06,7.659321570966088
S1_NO_CN,2030,Rest of America,Wind,0.0003707435543953,0.0003680440706801,2.6994837151999977e-06,0.7334675193141096
S2_CAPACITY,2030,Rest of America,Wind,0.0003952619781067,0.0003680440706801,2.7217907426600014e-05,7.395284857138082
S1_NO_CN,2030,Rest of America,Solar,0.0021486599681976,0.0021330339340421,1.5626034155499964e-05,0.7325731628605
S2_CAPACITY,2030,Rest of America,Solar,0.0022859154333589,0.0021330339340421,0.00015288149931679982,7.167326167525583
S1_NO_CN,2030,Rest of America,Biomass,4.688812452438808,4.6611267275828885,0.027685724855919247,0.5939706528913917
S2_CAPACITY,2030,Rest of America,Biomass,4.65732540437988,4.6611267275828885,-0.003801323203008522,-0.08155374065488596
S1_NO_CN,2030,Brazil,TnD,0.0036120176314655,0.0042504775518156,-0.0006384599203501,-15.02089853591582
S2_CAPACITY,2030,Brazil,TnD,0.0034704383138717,0.0042504775518156,-0.0007800392379439,-18.35180231949948
S1_NO_CN,2030,Brazil,Coal_Power,46.9627547016296,38.57564521713427,8.387109484495326,21.741981079735762
S2_CAPACITY,2030,Brazil,Coal_Power,33.39123602436175,38.57564521713427,-5.18440919277252,-13.439591648021857
S1_NO_CN,2030,Brazil,Oil_Power,33.79357981362252,28.0756755767658,5.717904236856722,20.366043271951074
S2_CAPACITY,2030,Brazil,Oil_Power,29.080627428050057,28.0756755767658,1.0049518512842575,3.5794396061333305
S1_NO_CN,2030,Brazil,Gas_Power,72.08365114448213,62.618203547694186,9.465447596787946,15.116127676161186
S2_CAPACITY,2030,Brazil,Gas_Power,71.39752068608927,62.618203547694186,8.77931713839508,14.02039126163715
S1_NO_CN,2030,Brazil,Nuclear,0.0002276180422031,0.0001856230510443,4.1994991158800005e-05,22.62380179753519
S2_CAPACITY,2030,Brazil,Nuclear,0.0002270333232454,0.0001856230510443,4.141027220110001e-05,22.308798378288273
S1_NO_CN,2030,Brazil,Hydro,3.115517969708221e-05,2.546982004527264e-05,5.685359651809569e-06,22.321946687113744
S2_CAPACITY,2030,Brazil,Hydro,3.118061245582761e-05,2.546982004527264e-05,5.710792410554973e-06,22.421801176467017
S1_NO_CN,2030,Brazil,Wind,0.0003414872560618,0.0006184912199997,-0.0002770039639379,-44.787048705078526
S2_CAPACITY,2030,Brazil,Wind,0.0003410431925668,0.0006184912199997,-0.0002774480274329,-44.85884657069741
S1_NO_CN,2030,Brazil,Solar,0.0023699382177631,0.0166088783935103,-0.014238940175747202,-85.73089547883545
S2_CAPACITY,2030,Brazil,Solar,0.0023724839539964,0.0166088783935103,-0.0142363944395139,-85.71556791623317
S1_NO_CN,2030,Brazil,Biomass,9.502261767818158,7.790622820009555,1.711638947808603,21.97050206836356
S2_CAPACITY,2030,Brazil,Biomass,8.877072011769087,7.790622820009555,1.0864491917595318,13.945601229327634
S1_NO_CN,2030,"EU, UK and EFTA",TnD,0.8455945805093679,0.966580378182192,-0.12098579767282414,-12.516889480040671
S2_CAPACITY,2030,"EU, UK and EFTA",TnD,0.8114369884337029,0.966580378182192,-0.15514338974848907,-16.050748934119774
S1_NO_CN,2030,"EU, UK and EFTA",Coal_Power,190.29271665362484,160.3350583343066,29.957658319318227,18.684409155766176
S2_CAPACITY,2030,"EU, UK and EFTA",Coal_Power,157.19607885929403,160.3350583343066,-3.138979475012576,-1.9577623930928736
S1_NO_CN,2030,"EU, UK and EFTA",Oil_Power,36.88773547358275,31.016725389084552,5.871010084498199,18.928529723399922
S2_CAPACITY,2030,"EU, UK and EFTA",Oil_Power,31.566912919854307,31.016725389084552,0.5501875307697546,1.7738414480188076
S1_NO_CN,2030,"EU, UK and EFTA",Gas_Power,213.59787048581325,183.24949092053043,30.348379565282812,16.561235402527778
S2_CAPACITY,2030,"EU, UK and EFTA",Gas_Power,191.58537477021528,183.24949092053043,8.335883849684848,4.548926061300689
S1_NO_CN,2030,"EU, UK and EFTA",Nuclear,0.00020783310549,0.0001777484313253,3.0084674164699996e-05,16.92542316148017
S2_CAPACITY,2030,"EU, UK and EFTA",Nuclear,0.0002097998515943,0.0001777484313253,3.2051420269e-05,18.031900495561747
S1_NO_CN,2030,"EU, UK and EFTA",Hydro,3.8976209061935245e-05,3.347476103450319e-05,5.501448027432056e-06,16.434614788621165
