scenario,year,region,technology,CO2_Mt
S1_NO_CN,2030,South Korea,Coal_Power,185.55458548117616
S1_NO_CN,2030,South Korea,Oil_Power,39.77032565103519
S1_NO_CN,2030,South Korea,Gas_Power,67.53506623862606
S1_NO_CN,2030,South Korea,Nuclear,0.0001312920486719
S1_NO_CN,2030,South Korea,Hydro,2.705572656658677e-05
S1_NO_CN,2030,South Korea,Wind,0.0002771003871506
S1_NO_CN,2030,South Korea,Solar,0.0002452561436651
S1_NO_CN,2030,South Korea,Biomass,3.0237901256314905
S1_NO_CN,2030,Rest of World,TnD,0.0106670151935209
S1_NO_CN,2030,Rest of World,Coal_Power,22.761490396088192
S1_NO_CN,2030,Rest of World,Oil_Power,3.057509598594057
S1_NO_CN,2030,Rest of World,Gas_Power,1.0152129175655165
S1_NO_CN,2030,Rest of World,Nuclear,0.0001721940970386
S1_NO_CN,2030,Rest of World,Hydro,4.1848167761388335e-05
S1_NO_CN,2030,Rest of World,Wind,0.0011778651174757
S1_NO_CN,2030,Rest of World,Solar,0.0036672196934502
S1_NO_CN,2030,Rest of World,Biomass,0.0139807543089873
S1_NO_CN,2030,Southeast Asia,TnD,0.1957472107744102
S1_NO_CN,2030,Southeast Asia,Coal_Power,578.40788042516
S1_NO_CN,2030,Southeast Asia,Oil_Power,23.58806650318277
S1_NO_CN,2030,Southeast Asia,Gas_Power,240.23399774038043
S1_NO_CN,2030,Southeast Asia,Nuclear,0.0001467037883447
S1_NO_CN,2030,Southeast Asia,Hydro,5.418560110713927e-05
S1_NO_CN,2030,Southeast Asia,Wind,0.001142407832754
S1_NO_CN,2030,Southeast Asia,Solar,0.0031862787480916
S1_NO_CN,2030,Southeast Asia,Biomass,4.237976218032608
S1_NO_CN,2030,"Central, Western and South Asia",TnD,4.784278289132544
S1_NO_CN,2030,"Central, Western and South Asia",Coal_Power,314.5976822441769
S1_NO_CN,2030,"Central, Western and South Asia",Oil_Power,439.46821780725134
S1_NO_CN,2030,"Central, Western and South Asia",Gas_Power,902.628960148278
S1_NO_CN,2030,"Central, Western and South Asia",Nuclear,0.0001869992999464
S1_NO_CN,2030,"Central, Western and South Asia",Hydro,3.78785974332688e-05
S1_NO_CN,2030,"Central, Western and South Asia",Wind,0.0001969717663921
S1_NO_CN,2030,"Central, Western and South Asia",Solar,0.0025840801348356
S1_NO_CN,2030,"Central, Western and South Asia",Biomass,1.1728872462866442
S1_NO_CN,2030,India,TnD,1.0330143236772709
S1_NO_CN,2030,India,Coal_Power,1742.8917381508436
S1_NO_CN,2030,India,Oil_Power,4.176066103090528
S1_NO_CN,2030,India,Gas_Power,68.96207097146689
S1_NO_CN,2030,India,Nuclear,0.0002025748814626
S1_NO_CN,2030,India,Hydro,3.606717773066256e-05
S1_NO_CN,2030,India,Wind,0.0001390502249401
S1_NO_CN,2030,India,Solar,0.0002273870374993
S1_NO_CN,2030,India,Biomass,2.8050015761065823
S1_NO_CN,2030,Canada,TnD,0.0380894548093779
S1_NO_CN,2030,Canada,Coal_Power,91.1347661064965
S1_NO_CN,2030,Canada,Oil_Power,9.36135075762811
S1_NO_CN,2030,Canada,Gas_Power,74.55616489708825
S1_NO_CN,2030,Canada,Nuclear,0.000293515131758
S1_NO_CN,2030,Canada,Hydro,6.48608873986307e-05
S1_NO_CN,2030,Canada,Wind,0.0003289116563501
S1_NO_CN,2030,Canada,Solar,0.0016392546653672
S1_NO_CN,2030,Canada,Biomass,1.8074284465486776
S1_NO_CN,2030,United States,TnD,0.0581392246138477
S1_NO_CN,2030,United States,Coal_Power,1415.3078965282884
S1_NO_CN,2030,United States,Oil_Power,16.14900528975881
S1_NO_CN,2030,United States,Gas_Power,568.3834143867462
S1_NO_CN,2030,United States,Nuclear,0.0001915830431601
S1_NO_CN,2030,United States,Hydro,3.155171683687943e-05
S1_NO_CN,2030,United States,Wind,0.0002347631616252
S1_NO_CN,2030,United States,Solar,0.0005689885744816
S1_NO_CN,2030,United States,Biomass,6.496566862798848
S1_NO_CN,2030,Rest of America,TnD,1.099971064619803
S1_NO_CN,2030,Rest of America,Coal_Power,94.43033274235388
S1_NO_CN,2030,Rest of America,Oil_Power,160.76448033908264
S1_NO_CN,2030,Rest of America,Gas_Power,212.46995235934585
S1_NO_CN,2030,Rest of America,Nuclear,0.0001761770706701
S1_NO_CN,2030,Rest of America,Hydro,3.064476361266893e-05
S1_NO_CN,2030,Rest of America,Wind,0.0003707435543953
S1_NO_CN,2030,Rest of America,Solar,0.0021486599681976
S1_NO_CN,2030,Rest of America,Biomass,4.688812452438808
S1_NO_CN,2030,Brazil,TnD,0.0036120176314655
S1_NO_CN,2030,Brazil,Coal_Power,46.9627547016296
S1_NO_CN,2030,Brazil,Oil_Power,33.79357981362252
S1_NO_CN,2030,Brazil,Gas_Power,72.08365114448213
S1_NO_CN,2030,Brazil,Nuclear,0.0002276180422031
S1_NO_CN,2030,Brazil,Hydro,3.115517969708221e-05
S1_NO_CN,2030,Brazil,Wind,0.0003414872560618
S1_NO_CN,2030,Brazil,Solar,0.0023699382177631
S1_NO_CN,2030,Brazil,Biomass,9.502261767818158
