region,year,technology,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
Southeast Asia,2040,Nuclear,S2_CAPACITY,generation_TWh,2.97829837013196,3.9496904195981553,0.9713920494661954,32.6156727347353
Southeast Asia,2040,Hydro,S1_NO_CN,generation_TWh,137.25823236356428,138.17783299835855,0.9196006347942784,0.669978491605863
Southeast Asia,2040,Hydro,S2_CAPACITY,generation_TWh,137.25823236356428,167.44674791431447,30.188515550750196,21.993956231920595
Southeast Asia,2040,Wind,S1_NO_CN,generation_TWh,37.92720762438874,38.16088451369641,0.2336768893076666,0.6161194138568821
Southeast Asia,2040,Wind,S2_CAPACITY,generation_TWh,37.92720762438874,45.33718462827186,7.409977003883114,19.537365042182003
Southeast Asia,2040,Solar,S1_NO_CN,generation_TWh,329.2866279289963,331.1469584911961,1.8603305621997492,0.5649578222778272
Southeast Asia,2040,Solar,S2_CAPACITY,generation_TWh,329.2866279289963,386.2169048280626,56.93027689906626,17.288973213738295
Southeast Asia,2040,Biomass,S1_NO_CN,generation_TWh,28.23304550899577,28.346089795699147,0.11304428670337785,0.40039706898555827
Southeast Asia,2040,Biomass,S2_CAPACITY,generation_TWh,28.23304550899577,32.180582875702804,3.947537366707035,13.981975006731913
"Central, Western and South Asia",2040,Coal_Power,S1_NO_CN,generation_TWh,380.2487158021529,380.46650268852375,0.21778688637084542,0.057274851253978215
"Central, Western and South Asia",2040,Coal_Power,S2_CAPACITY,generation_TWh,380.2487158021529,293.1752519679248,-87.07346383422811,-22.899081631490187
"Central, Western and South Asia",2040,Oil_Power,S1_NO_CN,generation_TWh,813.7457697220129,816.3810092773924,2.635239555379485,0.3238406457436602
"Central, Western and South Asia",2040,Oil_Power,S2_CAPACITY,generation_TWh,813.7457697220129,685.2926785725485,-128.4530911494644,-15.785408161734075
"Central, Western and South Asia",2040,Gas_Power,S1_NO_CN,generation_TWh,2065.869014972495,2070.1145310131483,4.245516040653456,0.2055075132974963
"Central, Western and South Asia",2040,Gas_Power,S2_CAPACITY,generation_TWh,2065.869014972495,1768.1719982795616,-297.6970166929332,-14.410256145736168
"Central, Western and South Asia",2040,Nuclear,S1_NO_CN,generation_TWh,57.5703271716385,58.226559529958905,0.6562323583204019,1.1398795014034397
"Central, Western and South Asia",2040,Nuclear,S2_CAPACITY,generation_TWh,57.5703271716385,64.88965902386309,7.319331852224586,12.713722870469265
"Central, Western and South Asia",2040,Hydro,S1_NO_CN,generation_TWh,78.50178092715996,79.40206068609383,0.9002797589338769,1.1468271780601085
"Central, Western and South Asia",2040,Hydro,S2_CAPACITY,generation_TWh,78.50178092715996,84.10707274026238,5.605291813102426,7.1403371323555715
"Central, Western and South Asia",2040,Wind,S1_NO_CN,generation_TWh,67.79356155329693,43.88874335275478,-23.904818200542145,-35.261192438973744
