technology,country,year,tic,unit,source_sheet,source_cell,source_status,imputed
wind,Philippines,2016,3343.766114978089,2024 USD/kW,Fig 2.7,I30,IRENA_reported_cell,False
wind,Philippines,2017,3549.004168941876,2024 USD/kW,Fig 2.7,J30,IRENA_reported_cell,False
wind,Philippines,2018,,2024 USD/kW,Fig 2.7,K30,source_blank,False
wind,Philippines,2019,2224.069374666822,2024 USD/kW,Fig 2.7,L30,IRENA_reported_cell,False
wind,Philippines,2020,,2024 USD/kW,Fig 2.7,M30,source_blank,False
wind,Philippines,2021,,2024 USD/kW,Fig 2.7,N30,source_blank,False
wind,Philippines,2022,,2024 USD/kW,Fig 2.7,O30,source_blank,False
wind,Philippines,2023,1693.0611126276094,2024 USD/kW,Fig 2.7,P30,IRENA_reported_cell,False
wind,Philippines,2024,2324.5931212640144,2024 USD/kW,Fig 2.7,Q30,IRENA_reported_cell,False
wind,Portugal,2010,2452.067550343923,2024 USD/kW,Fig 2.7,C31,IRENA_reported_cell,False
wind,Portugal,2011,2878.573792100409,2024 USD/kW,Fig 2.7,D31,IRENA_reported_cell,False
wind,Portugal,2012,2955.055765799086,2024 USD/kW,Fig 2.7,E31,IRENA_reported_cell,False
wind,Portugal,2013,2399.0229412796475,2024 USD/kW,Fig 2.7,F31,IRENA_reported_cell,False
wind,Portugal,2014,2338.8952018665113,2024 USD/kW,Fig 2.7,G31,IRENA_reported_cell,False
wind,Portugal,2015,2376.619318025648,2024 USD/kW,Fig 2.7,H31,IRENA_reported_cell,False
wind,Portugal,2016,2133.1533869350837,2024 USD/kW,Fig 2.7,I31,IRENA_reported_cell,False
wind,Portugal,2017,2208.8422670854943,2024 USD/kW,Fig 2.7,J31,IRENA_reported_cell,False
wind,Portugal,2018,2092.180564944923,2024 USD/kW,Fig 2.7,K31,IRENA_reported_cell,False
wind,Portugal,2019,,2024 USD/kW,Fig 2.7,L31,source_blank,False
wind,Portugal,2020,,2024 USD/kW,Fig 2.7,M31,source_blank,False
wind,Portugal,2021,,2024 USD/kW,Fig 2.7,N31,source_blank,False
wind,Portugal,2022,,2024 USD/kW,Fig 2.7,O31,source_blank,False
wind,Portugal,2023,,2024 USD/kW,Fig 2.7,P31,source_blank,False
wind,Portugal,2024,,2024 USD/kW,Fig 2.7,Q31,source_blank,False
wind,Republic of Korea,2010,2887.8821309725513,2024 USD/kW,Fig 2.7,C32,IRENA_reported_cell,False
wind,Republic of Korea,2011,2678.6654025797284,2024 USD/kW,Fig 2.7,D32,IRENA_reported_cell,False
wind,Republic of Korea,2012,2881.842191778824,2024 USD/kW,Fig 2.7,E32,IRENA_reported_cell,False
wind,Republic of Korea,2013,,2024 USD/kW,Fig 2.7,F32,source_blank,False
wind,Republic of Korea,2014,,2024 USD/kW,Fig 2.7,G32,source_blank,False
wind,Republic of Korea,2015,2866.191290118574,2024 USD/kW,Fig 2.7,H32,IRENA_reported_cell,False
wind,Republic of Korea,2016,2782.6874761523745,2024 USD/kW,Fig 2.7,I32,IRENA_reported_cell,False
wind,Republic of Korea,2017,2724.3724308195046,2024 USD/kW,Fig 2.7,J32,IRENA_reported_cell,False
wind,Republic of Korea,2018,2687.7918823873456,2024 USD/kW,Fig 2.7,K32,IRENA_reported_cell,False
wind,Republic of Korea,2019,2629.4164501574037,2024 USD/kW,Fig 2.7,L32,IRENA_reported_cell,False
wind,Republic of Korea,2020,,2024 USD/kW,Fig 2.7,M32,source_blank,False
wind,Republic of Korea,2021,2733.811884161581,2024 USD/kW,Fig 2.7,N32,IRENA_reported_cell,False
wind,Republic of Korea,2022,2687.3214631918813,2024 USD/kW,Fig 2.7,O32,IRENA_reported_cell,False
wind,Republic of Korea,2023,2098.9723898784696,2024 USD/kW,Fig 2.7,P32,IRENA_reported_cell,False
wind,Republic of Korea,2024,2614.551102421224,2024 USD/kW,Fig 2.7,Q32,IRENA_reported_cell,False
wind,Russian Federation,2010,,2024 USD/kW,Fig 2.7,C33,source_blank,False
wind,Russian Federation,2011,,2024 USD/kW,Fig 2.7,D33,source_blank,False
wind,Russian Federation,2012,,2024 USD/kW,Fig 2.7,E33,source_blank,False
wind,Russian Federation,2013,,2024 USD/kW,Fig 2.7,F33,source_blank,False
wind,Russian Federation,2014,,2024 USD/kW,Fig 2.7,G33,source_blank,False
wind,Russian Federation,2015,2814.9962833852,2024 USD/kW,Fig 2.7,H33,IRENA_reported_cell,False
wind,Russian Federation,2016,,2024 USD/kW,Fig 2.7,I33,source_blank,False
wind,Russian Federation,2017,,2024 USD/kW,Fig 2.7,J33,source_blank,False
wind,Russian Federation,2018,2386.0380364288594,2024 USD/kW,Fig 2.7,K33,IRENA_reported_cell,False
wind,Russian Federation,2019,1833.6807740940271,2024 USD/kW,Fig 2.7,L33,IRENA_reported_cell,False
wind,Russian Federation,2020,1913.0445038919024,2024 USD/kW,Fig 2.7,M33,IRENA_reported_cell,False
wind,Russian Federation,2021,1667.735994972729,2024 USD/kW,Fig 2.7,N33,IRENA_reported_cell,False
wind,Russian Federation,2022,1518.4455784960508,2024 USD/kW,Fig 2.7,O33,IRENA_reported_cell,False
wind,Russian Federation,2023,1756.9987710111645,2024 USD/kW,Fig 2.7,P33,IRENA_reported_cell,False
wind,Russian Federation,2024,1483.2410830340045,2024 USD/kW,Fig 2.7,Q33,IRENA_reported_cell,False
wind,South Africa,2010,,2024 USD/kW,Fig 2.7,C34,source_blank,False
wind,South Africa,2011,,2024 USD/kW,Fig 2.7,D34,source_blank,False
wind,South Africa,2012,2663.9539687454717,2024 USD/kW,Fig 2.7,E34,IRENA_reported_cell,False
wind,South Africa,2013,2937.3922376731516,2024 USD/kW,Fig 2.7,F34,IRENA_reported_cell,False
wind,South Africa,2014,2809.2308698693714,2024 USD/kW,Fig 2.7,G34,IRENA_reported_cell,False
wind,South Africa,2015,2577.95474550319,2024 USD/kW,Fig 2.7,H34,IRENA_reported_cell,False
wind,South Africa,2016,2214.416937425144,2024 USD/kW,Fig 2.7,I34,IRENA_reported_cell,False
wind,South Africa,2017,2381.0901630795966,2024 USD/kW,Fig 2.7,J34,IRENA_reported_cell,False
wind,South Africa,2018,,2024 USD/kW,Fig 2.7,K34,source_blank,False
wind,South Africa,2019,2234.3550042432935,2024 USD/kW,Fig 2.7,L34,IRENA_reported_cell,False
wind,South Africa,2020,2036.2810704703413,2024 USD/kW,Fig 2.7,M34,IRENA_reported_cell,False
wind,South Africa,2021,2117.2358348626703,2024 USD/kW,Fig 2.7,N34,IRENA_reported_cell,False
wind,South Africa,2022,1685.8345977544966,2024 USD/kW,Fig 2.7,O34,IRENA_reported_cell,False
wind,South Africa,2023,1773.3756972046385,2024 USD/kW,Fig 2.7,P34,IRENA_reported_cell,False
wind,South Africa,2024,,2024 USD/kW,Fig 2.7,Q34,source_blank,False
wind,Ukraine,2010,,2024 USD/kW,Fig 2.7,C35,source_blank,False
wind,Ukraine,2011,1425.7545959453614,2024 USD/kW,Fig 2.7,D35,IRENA_reported_cell,False
wind,Ukraine,2012,2967.379505215364,2024 USD/kW,Fig 2.7,E35,IRENA_reported_cell,False
wind,Ukraine,2013,3058.168349967395,2024 USD/kW,Fig 2.7,F35,IRENA_reported_cell,False
wind,Ukraine,2014,2452.067550343923,2024 USD/kW,Fig 2.7,G35,IRENA_reported_cell,False
wind,Ukraine,2015,,2024 USD/kW,Fig 2.7,H35,source_blank,False
wind,Ukraine,2016,,2024 USD/kW,Fig 2.7,I35,source_blank,False
wind,Ukraine,2017,2371.7725874365387,2024 USD/kW,Fig 2.7,J35,IRENA_reported_cell,False
wind,Ukraine,2018,,2024 USD/kW,Fig 2.7,K35,source_blank,False
wind,Ukraine,2019,2484.656561203385,2024 USD/kW,Fig 2.7,L35,IRENA_reported_cell,False
wind,Ukraine,2020,1735.915112693397,2024 USD/kW,Fig 2.7,M35,IRENA_reported_cell,False
wind,Ukraine,2021,1402.736560484722,2024 USD/kW,Fig 2.7,N35,IRENA_reported_cell,False
wind,Ukraine,2022,,2024 USD/kW,Fig 2.7,O35,source_blank,False
wind,Ukraine,2023,1641.5359215432359,2024 USD/kW,Fig 2.7,P35,IRENA_reported_cell,False
wind,Ukraine,2024,,2024 USD/kW,Fig 2.7,Q35,source_blank,False
wind,Uruguay,2010,,2024 USD/kW,Fig 2.7,C36,source_blank,False
wind,Uruguay,2011,4094.3240738050317,2024 USD/kW,Fig 2.7,D36,IRENA_reported_cell,False
wind,Uruguay,2012,3932.824491839634,2024 USD/kW,Fig 2.7,E36,IRENA_reported_cell,False
wind,Uruguay,2013,2791.036728437179,2024 USD/kW,Fig 2.7,F36,IRENA_reported_cell,False
wind,Uruguay,2014,2862.3021810572545,2024 USD/kW,Fig 2.7,G36,IRENA_reported_cell,False
wind,Uruguay,2015,2483.301025825896,2024 USD/kW,Fig 2.7,H36,IRENA_reported_cell,False
wind,Uruguay,2016,,2024 USD/kW,Fig 2.7,I36,source_blank,False
wind,Uruguay,2017,2765.1475594702765,2024 USD/kW,Fig 2.7,J36,IRENA_reported_cell,False
wind,Uruguay,2018,,2024 USD/kW,Fig 2.7,K36,source_blank,False
wind,Uruguay,2019,,2024 USD/kW,Fig 2.7,L36,source_blank,False
wind,Uruguay,2020,,2024 USD/kW,Fig 2.7,M36,source_blank,False
wind,Uruguay,2021,,2024 USD/kW,Fig 2.7,N36,source_blank,False
wind,Uruguay,2022,,2024 USD/kW,Fig 2.7,O36,source_blank,False
wind,Uruguay,2023,,2024 USD/kW,Fig 2.7,P36,source_blank,False
wind,Uruguay,2024,,2024 USD/kW,Fig 2.7,Q36,source_blank,False
wind,Viet Nam,2010,,2024 USD/kW,Fig 2.7,C37,source_blank,False
wind,Viet Nam,2011,2514.4703683290895,2024 USD/kW,Fig 2.7,D37,IRENA_reported_cell,False
wind,Viet Nam,2012,3303.9005827670435,2024 USD/kW,Fig 2.7,E37,IRENA_reported_cell,False
wind,Viet Nam,2013,3105.579333611682,2024 USD/kW,Fig 2.7,F37,IRENA_reported_cell,False
wind,Viet Nam,2014,,2024 USD/kW,Fig 2.7,G37,source_blank,False
wind,Viet Nam,2015,2492.3066075803363,2024 USD/kW,Fig 2.7,H37,IRENA_reported_cell,False
wind,Viet Nam,2016,2517.6067791235214,2024 USD/kW,Fig 2.7,I37,IRENA_reported_cell,False
wind,Viet Nam,2017,2639.3531128200398,2024 USD/kW,Fig 2.7,J37,IRENA_reported_cell,False
wind,Viet Nam,2018,,2024 USD/kW,Fig 2.7,K37,source_blank,False
wind,Viet Nam,2019,2721.9194026706255,2024 USD/kW,Fig 2.7,L37,IRENA_reported_cell,False
wind,Viet Nam,2020,2739.805024646427,2024 USD/kW,Fig 2.7,M37,IRENA_reported_cell,False
wind,Viet Nam,2021,1747.7060938190634,2024 USD/kW,Fig 2.7,N37,IRENA_reported_cell,False
wind,Viet Nam,2022,1828.2989744757288,2024 USD/kW,Fig 2.7,O37,IRENA_reported_cell,False
wind,Viet Nam,2023,1730.5927051259584,2024 USD/kW,Fig 2.7,P37,IRENA_reported_cell,False
wind,Viet Nam,2024,1695.5220646958928,2024 USD/kW,Fig 2.7,Q37,IRENA_reported_cell,False
