grid,scenario,year,region,household,government,investment,capital,labor,carbon_revenue,walras,foreign_saving,max_absolute_gap
fiveyear_2050,B,2040,China,-4.8203219193965197e-11,3.410605131648481e-13,-1.8189894035458565e-12,0.0,0.0,-5.98600990997511e-9,-2.2518997866427526e-7,-732.2612882912916,2.2518997866427526e-7
fiveyear_2050,B,2040,Japan,-9.094947017729282e-13,-2.2737367544323206e-13,-4.547473508864641e-13,-4.547473508864641e-13,0.0,-1.4986163421326637e-9,5.908577804802917e-8,-7.097636845529475,5.908577804802917e-8
fiveyear_2050,B,2040,South Korea,-6.821210263296962e-13,3.979039320256561e-13,-4.547473508864641e-13,0.0,0.0,6.988187806200585e-12,3.3673813959467225e-8,-200.06428285424232,3.3673813959467225e-8
fiveyear_2050,B,2040,Rest of World,0.0,-1.0658141036401503e-14,-1.4210854715202004e-14,-7.105427357601002e-15,0.0,-2.0754017468270297e-19,9.052314453583676e-12,-9.028765054398802,9.052314453583676e-12
fiveyear_2050,B,2040,Southeast Asia,-1.318767317570746e-11,-1.2079226507921703e-13,-6.821210263296962e-13,4.547473508864641e-13,0.0,-3.278444182797102e-11,5.25285486219218e-8,-80.38979495617997,5.25285486219218e-8
fiveyear_2050,B,2040,"Central, Western and South Asia",-5.4569682106375694e-12,-2.2737367544323206e-13,4.547473508864641e-13,9.094947017729282e-13,-2.2737367544323206e-13,-4.89563944938709e-12,6.309164746198803e-9,20.37810385652849,6.309164746198803e-9
fiveyear_2050,B,2040,India,-1.8189894035458565e-12,-2.842170943040401e-14,-4.547473508864641e-13,0.0,0.0,-4.770361645114893e-11,3.2961224860628136e-7,335.9137923115391,3.2961224860628136e-7
fiveyear_2050,B,2040,Canada,1.9895196601282805e-13,3.410605131648481e-13,1.1368683772161603e-13,0.0,1.1368683772161603e-13,6.395950435944542e-11,7.877224561525509e-8,50.530505468586504,7.877224561525509e-8
fiveyear_2050,B,2040,United States,-1.8189894035458565e-12,0.0,1.8189894035458565e-12,9.094947017729282e-13,-1.8189894035458565e-12,1.0516032489249483e-11,-3.324730641907081e-7,972.2888857754607,3.324730641907081e-7
fiveyear_2050,B,2040,Rest of America,0.0,-4.547473508864641e-13,6.821210263296962e-13,2.2737367544323206e-13,0.0,-2.8528290840768022e-12,4.562707545119338e-9,-39.75783535407282,4.562707545119338e-9
fiveyear_2050,B,2040,Brazil,5.115907697472721e-13,2.2737367544323206e-13,4.547473508864641e-13,4.547473508864641e-13,1.1368683772161603e-13,-4.250377413827421e-12,5.463789420900866e-10,-52.87813054030295,5.463789420900866e-10
fiveyear_2050,B,2040,"EU, UK and EFTA",-6.59383658785373e-12,-1.8189894035458565e-12,3.637978807091713e-12,0.0,-1.8189894035458565e-12,8.29913915367797e-12,-7.084599928930402e-8,-239.91107398851904,7.084599928930402e-8
fiveyear_2050,B,2040,Eastern Europe,-1.7763568394002505e-13,-5.684341886080802e-14,5.684341886080802e-14,0.0,5.684341886080802e-14,1.691469186937411e-11,7.602807272633072e-11,34.30062583903879,7.602807272633072e-11
fiveyear_2050,B,2040,Russia,-2.2737367544323206e-13,-4.618527782440651e-14,4.547473508864641e-13,0.0,0.0,-3.762981625402904e-9,-3.074546839343384e-9,-178.69539763136285,3.762981625402904e-9
fiveyear_2050,B,2040,North Africa,-5.684341886080802e-14,6.217248937900877e-14,2.2737367544323206e-13,5.684341886080802e-14,-1.1368683772161603e-13,-2.0880111378398168e-10,5.233874844634556e-8,89.75774304707643,5.233874844634556e-8
fiveyear_2050,B,2040,Sub Saharan,-6.821210263296962e-13,1.6342482922482304e-13,-2.2737367544323206e-13,0.0,-1.1368683772161603e-13,-5.419211086297436e-12,-1.5987779988790862e-9,121.92419964644577,1.5987779988790862e-9
fiveyear_2050,B,2040,South Africa,-5.684341886080802e-14,4.263256414560601e-14,5.684341886080802e-14,2.842170943040401e-14,5.684341886080802e-14,5.624404714693728e-12,3.5128095987602137e-9,-43.25047556639559,3.5128095987602137e-9
fiveyear_2050,B,2045,Australia_Oceania,9.094947017729282e-13,-1.1368683772161603e-13,-2.2737367544323206e-13,1.1368683772161603e-13,1.1368683772161603e-13,-6.382521178238676e-10,4.9852133088279516e-8,-46.355617450602615,4.9852133088279516e-8
fiveyear_2050,B,2045,China,9.094947017729282e-13,-3.410605131648481e-13,2.7284841053187847e-12,-3.637978807091713e-12,1.8189894035458565e-12,6.7558403316070326e-9,9.137356755672954e-7,-851.7843518661052,9.137356755672954e-7
fiveyear_2050,B,2045,Japan,4.547473508864641e-13,6.821210263296962e-13,-9.094947017729282e-13,-4.547473508864641e-13,-2.2737367544323206e-13,-8.218670188853139e-11,3.864352038362995e-8,-7.29890124226195,3.864352038362995e-8
fiveyear_2050,B,2045,South Korea,0.0,-1.1368683772161603e-13,-6.821210263296962e-13,0.0,0.0,4.050320967508014e-9,2.905289875343442e-8,-209.1426108341453,2.905289875343442e-8
fiveyear_2050,B,2045,Rest of World,-1.4210854715202004e-14,-1.2434497875801753e-14,0.0,0.0,-1.4210854715202004e-14,-5.853481081509419e-20,7.026983439573087e-10,-9.95510114658723,7.026983439573087e-10
fiveyear_2050,B,2045,Southeast Asia,-2.1373125491663814e-11,-2.4868995751603507e-13,-6.821210263296962e-13,0.0,2.2737367544323206e-13,4.140545684094832e-10,1.3413546184892766e-7,-92.44935599396523,1.3413546184892766e-7
fiveyear_2050,B,2045,"Central, Western and South Asia",-1.8189894035458565e-12,-3.410605131648481e-13,0.0,4.547473508864641e-13,2.2737367544323206e-13,-2.2704682578478241e-10,-3.075729182455689e-8,23.36678116524051,3.075729182455689e-8
fiveyear_2050,B,2045,India,-1.3642420526593924e-12,1.4210854715202004e-14,-9.094947017729282e-13,-4.547473508864641e-13,2.2737367544323206e-13,-1.0010771867813128e-10,7.998046385182533e-7,394.04862278378624,7.998046385182533e-7
fiveyear_2050,B,2045,Canada,0.0,1.1368683772161603e-13,0.0,0.0,2.2737367544323206e-13,1.8392398715150193e-11,4.838057066081092e-9,55.1601949612777,4.838057066081092e-9
fiveyear_2050,B,2045,United States,7.105427357601002e-13,1.8189894035458565e-12,0.0,0.0,-3.637978807091713e-12,9.777068044058979e-12,-3.1133276934269816e-7,1047.9269731933666,3.1133276934269816e-7
fiveyear_2050,B,2045,Rest of America,4.547473508864641e-13,-2.2737367544323206e-13,1.3642420526593924e-12,-2.2737367544323206e-13,4.547473508864641e-13,2.8951063768545282e-11,1.9524577510310337e-8,-44.91409312621463,1.9524577510310337e-8
fiveyear_2050,B,2045,Brazil,2.5579538487363607e-12,-4.547473508864641e-13,-2.2737367544323206e-13,1.1368683772161603e-13,1.1368683772161603e-13,-2.8347585497534787e-12,6.670688890153542e-9,-58.84499320064851,6.670688890153542e-9
fiveyear_2050,B,2045,"EU, UK and EFTA",4.092726157978177e-12,7.275957614183426e-12,0.0,0.0,0.0,-3.0240698833949864e-11,2.1887717593926936e-7,-260.1516195062763,2.1887717593926936e-7
fiveyear_2050,B,2045,Eastern Europe,1.5631940186722204e-13,1.4210854715202004e-14,2.842170943040401e-14,-1.4210854715202004e-14,-4.263256414560601e-14,-1.059885512688652e-11,2.2239419195102528e-9,37.091717472359214,2.2239419195102528e-9
